city,latitude,longitude,name,province
Winchester,39.21977,-78.13362,McDonald's,VA
Shippensburg,40.054057,-77.513818,McDonald's,PA
O Fallon,38.77769,-90.69922,White Castle,MO
O Fallon,38.79161,-90.69736,Wendy's,MO
Lake Zurich,42.20734,-88.11221,Culver's,IL
Port Saint Lucie,27.264207,-80.404501,Taco Bell,FL
Port Saint Lucie,27.26408,-80.4012,McDonalds,FL
Mandeville,30.3649,-90.0652,Wendy's,LA
Covington,30.443621,-90.142917,Wendy's,LA
Covington,30.440295,-90.081234,Wendy's,LA
Oklahoma City,35.54911,-97.61955,Arby's,OK
Oklahoma City,35.54601,-97.61229,Church's Chicken,OK
Homestead,40.4041,-79.9145,KFC,PA
Washington,42.78473,-83.01217,Wendy's,MI
Harrison Township,42.571037,-82.85178,McDonald's,MI
Wyoming,42.88514,-85.71075,Jimmy John's,MI
Williamsburg,37.266415,-76.681261,McDonald's,VA
Grand Rapids,42.91102,-85.65282,Taco Bell,MI
Lincoln,41.904474,-71.40855,SUBWAY,RI
Fort Myers,26.547327,-81.80159,Wendy's,FL
Scarborough,43.62477,-70.34391,KFC / Taco Bell,ME
Gastonia,35.25931,-81.21692,McDonald's,NC
Matthews,35.1418,-80.6237,McDonald's,NC
Douglasville,33.723988,-84.76282,Popeyes Louisiana Kitchen,GA
Julian,33.07805,-116.602018,Jacks Grocery,CA
Elyria,41.3668,-82.1107,Taco Bell,OH
Berea,41.366417,-81.853273,Mr Hero,OH
Cleveland,41.3691,-81.8051,Wendy's,OH
Mentor,41.708485,-81.36118,Wendy's,OH
North Royalton,41.313693,-81.735507,Mr Hero,OH
Flint,43.008953,-83.654232,McDonald's,MI
Jackson,35.67237,-88.85303,Krystal,TN
Fort Gratiot,43.024558,-82.456357,Taco Bell,MI
Jackson,35.65661,-88.82798,Chick-fil-A,TN
Port Charlotte,27.012185,-82.143438,Arby's,FL
New York,40.71518,-74.010994,Chipotle Mexican Grill,NY
New York,40.753251,-73.995938,SUBWAY®,NY
Sparks,39.55793,-119.70621,Ernie's All American Burger,NV
Houston,29.888506,-95.58129,Whataburger,TX
Jackson,40.137972,-74.294591,McDonald's,NJ
Howell,40.15559,-74.23059,Taco Bell,NJ
Howell,40.14301,-74.2257,Wendy's,NJ
Brick,40.07787,-74.1175,McDonald's,NJ
Freehold,40.223153,-74.269146,Windmill Gourmet Fast Foods,NJ
Hazleton,40.98072,-76.01655,Wendy's,PA
Hazleton,40.94101,-76.02612,SONIC Drive In,PA
West Bridgewater,42.01248,-71.05128,Wendy's,MA
Austin,30.30274,-97.93614,SUBWAY,TX
Marlton,39.878395,-74.920383,b.good,NJ
Trenton,40.24679,-74.76851,Boston Market,NJ
Manitowoc,44.0755,-87.7016,Arby's,WI
Denham Springs,30.48206,-90.95461,McDonald's,LA
Denham Springs,30.45677,-90.95636,McDonald's,LA
Denham Springs,30.4682,-90.95707,Sonic Drive-In,LA
Denham Springs,30.48393,-90.95201,Taco Bell,LA
Painted Post,42.149852,-77.106502,Arby's,NY
Petersburg,37.20475,-77.46073,McDonald's,VA
Petersburg,37.197495,-77.465198,Hardee's,VA
Irwin,40.32349,-79.70007,Dairy Queen,PA
Fredericksburg,38.315601,-77.450599,McDonald's,VA
Fredericksburg,38.23403,-77.50437,Wendy's,VA
Fredericksburg,38.225912,-77.503549,Arby's,VA
Algonquin,42.16384,-88.28372,McDonald's,IL
Fredericksburg,38.293087,-77.521158,Taco Bell,VA
Luray,38.665386,-78.450006,Hardee's,VA
Luray,38.66185,-78.49038,McDonald's,VA
Toms River,39.955442,-74.16509,Wendy's,NJ
Toms River,39.97638,-74.13836,Burger King,NJ
Toms River,39.957365,-74.171087,McDonald's,NJ
Toms River,39.9638635,-74.1958035,Burger King,NJ
Toms River,39.953629,-74.159757,Taco Bell,NJ
Toms River,39.963806,-74.18858,Dunkin Donuts,NJ
Berkeley Springs,39.60654,-78.23841,McDonald's,WV
Cortland,41.2768,-80.7747,McDonald's,OH
Joppa,39.422525,-76.370389,Wendy's,MD
Panama City Beach,30.208462,-85.86121,Moe's Original Bar B Que,FL
Stillwater,45.040564,-92.839791,Culver's,MN
Saint Peters,38.79583,-90.576622,White Castle,MO
Saint Peters,38.801817,-90.620046,McDonald's,MO
Saint Charles,38.744511,-90.6345,Taco Bell,MO
Saint Charles,38.75157,-90.587704,Taco Bell,MO
Saint Charles,38.73989,-90.61634,Subway,MO
Arnold,38.43936,-90.37797,Jimmy John's,MO
O Fallon,38.80416,-90.70057,Taco Bell,MO
O Fallon,38.762602,-90.699963,Taco Bell,MO
O Fallon,38.79953,-90.734,Jack in the Box,MO
Saint Charles,38.762184,-90.5322,SONIC Drive In,MO
Chambersburg,39.94021,-77.62872,Chick-fil-A,PA
Saint Charles,38.78059,-90.5299,Penn Station East Coast Subs,MO
Chambersburg,39.934121,-77.649992,Hardee's,PA
Winchester,39.15941,-78.17008,Chick-fil-A,VA
Shippensburg,40.06049,-77.49657,Wendy's,PA
O Fallon,38.79998936,90.73405594,Dairy Queen,MO
Chambersburg,39.93047,-77.71513,Burger King,PA
Franklin,39.49735,-84.33605,Sonic Drive-In,OH
Auburn,38.94177,-121.09574,McDonald's,CA
Auburn,38.925359,-121.055592,Burger King,CA
Shingle Springs,38.6573,-120.9689,Carl's Jr.,CA
Placerville,38.705418,-120.826918,McDonald's,CA
Quincy,42.246413,-70.976131,Pizza Hut,MA
Port Saint Lucie,27.25746,-80.41731,Wendy's,FL
Port Saint Lucie,27.2589,-80.3748,Burger King,FL
Mandeville,30.41165,-90.04163,McDonald's,LA
Ponchatoula,30.439137,-90.456197,Taco Bell,LA
Mandeville,30.36434,-90.06232,McDonald's,LA
Covington,30.47199,-90.1121,SONIC Drive In,LA
Burlington,48.50665,-122.33746,SUBWAY,WA
Pontiac,42.621022,-83.249393,Arby's,MI
Westford,42.566574,-71.42193,SUBWAY,MA
Gloucester,37.39888,-76.5259,Chick-fil-A,VA
Williamsburg,37.252436,-76.764116,McDonald's,VA
Williamsburg,37.258989,-76.739963,Taco Bell,VA
Gloucester,37.39375,-76.52721,McDonald's,VA
Williamsburg,37.27292,-76.68311,McDonald's,VA
Williamsburg,37.24692,-76.6577,Taco Bell,VA
Williamsburg,37.266412,-76.681256,Wendy's,VA
Williamsburg,37.295612,-76.72605,Cook Out,VA
Seaside,36.609207,-121.835724,In-N-Out Burger,CA
Ringwood,41.0857,-74.2632,McDonald's,NJ
Flint,43.060113,-83.764716,Arby's,MI
Trenton,42.126823,-83.186123,McDonald's,MI
Flat Rock,42.1071,-83.2859,McDonalds,MI
Trenton,42.13836,-83.24969,Jimmy John's,MI
Flat Rock,42.108283,-83.285871,Taco Bell,MI
Jackson,35.65783,-88.82853,KFC,TN
Cleveland,41.38531,-81.770546,Wendy's,OH
Mentor,41.70893,-81.36069,Mr. Hero,OH
Marysville,40.233753,-83.34849,Jimmy John's,OH
Port Saint Lucie,27.31325,-80.39907,Taco Bell,FL
Port Saint Lucie,27.3109,-80.4055,McDonald's,FL
Port Angeles,48.10589,-123.39795,Jimmy John's,WA
Sturtevant,42.6969,-87.8692,Arby's,WI
Raynham,41.9058,-71.0472,Taco Bell,MA
Redlands,34.063455,-117.2243,Jack in the Box,CA
Redlands,34.055192,-117.176228,Del Taco,CA
Redlands,34.0549,-117.1756,McDonald's,CA
Redlands,34.0555,-117.1757,Jack in the Box,CA
Redlands,34.06323,-117.21016,Nick's Burgers,CA
Redlands,34.062578,-117.221421,Wendy's,CA
San Bernardino,34.162035,-117.334299,Taco Bell,CA
San Bernardino,34.165232,-117.279699,Del Taco,CA
San Bernardino,34.16862,-117.3158,Baker's Drive Thru,CA
Manasquan,40.1253,-74.0457,Domino's Pizza,NJ
Manasquan,40.12403,-74.06849,McDonald's,NJ
Hazleton,40.98279,-75.98063,Burger King,PA
Manasquan,40.112151,-74.07493,Jersey Mike's Subs,NJ
Chagrin Falls,41.3898,-81.3402,McDonald's,OH
Covington,33.60239,-83.85361,Wendy's,GA
Midlothian,37.4429,-77.5838,Hardee's,VA
Plainfield,39.7158,-86.36077,Arby's,IN
Plainfield,39.71843,-86.35407,Chick-fil-A,IN
Pelham,33.26731,-86.80972,SONIC Drive In,AL
Birmingham,33.60165,-86.6397,Arby's,AL
Spirit Lake,43.42008,-95.12565,Taco John's,IA
Benton,34.580368,-92.573525,Taco Bell,AR
El Cajon,32.845016,-116.883,Jack in the Box,CA
Gray,33.00271,-83.548546,Krystal,GA
Vermilion,41.40352,-82.36484,Taco Bell,OH
Chambersburg,39.924369,-77.610269,Arby's,PA
Waynesboro,39.74453,-77.55202,Burger King,PA
Petersburg,37.20055,-77.332474,McDonald's,VA
Palm Springs,33.84463,-116.524254,Taco Bell,CA
Minneapolis,45.09317,-93.37735,McDonald's,MN
Weaverville,35.704136,-82.57581,Sonic Drive-In,NC
Saint Charles,38.7885,-90.514,Mc Donald's,MO
Toms River,39.97094,-74.23638,Burger King,NJ
Middletown,39.500007,-84.350646,Arby's,OH
Auburn,38.935046,-121.092638,Carl's Jr.,CA
Auburn,38.94174,-121.09626,Burger King,CA
New Kensington,40.55191,-79.75692,McDonald's,PA
Sheboygan,43.79238,-87.762928,Hardee's,WI
Cortland,41.31702,-80.7322,Mcdonalds,OH
Elysburg,40.8604,-76.55,McDonald's,PA
Oak Park,41.89137,-87.80504,Mickey's Gyros & Ribs,IL
Williamsburg,37.2469,-76.6577,KFC,VA
Clearfield,41.0234,-78.41351,Long John Silvers,PA
Elizabethtown,40.131209,-76.564718,Burger King,PA
Lancaster,40.0294,-76.2368,Five Guys,PA
Ephrata,40.1655,-76.1585,Five Guys,PA
Manheim,40.118901,-76.379256,Sensenig Poultry LLC,PA
Quarryville,39.894311,-76.173331,Burger King,PA
Lancaster,40.037946,-76.268348,Burger King,PA
Columbia,40.037999,-76.50859,Burger King,PA
Fairborn,39.782786,-83.998372,Arby's,OH
Westford,42.56663,-71.422005,Chipotle Mexican Grill,MA
Elk River,45.31018,-93.55619,McDonald's,MN
Bellefonte,40.914436,-77.761727,Burger King,PA
Philipsburg,40.9032,-78.2321,McDonald's,PA
Mechanicsburg,40.2385,-76.98073,Burger King,PA
Mechanicsburg,40.23707,-76.9665,Five Guys,PA
Slidell,30.30578,-89.82571,Chick-Fil-A,LA
Lemoyne,40.240974,-76.888824,KFC,PA
Mechanicsburg,40.243914,-76.993586,Wendy's,PA
Carlisle,40.23308,-77.1429,McDonald's,PA
Mechanicsburg,40.240824,-76.987116,McDonald's,PA
Flint,43.06109,-83.76769,Taco Bell,MI
Carlisle,40.23449,-77.13286,Waffle House,PA
Elyria,41.37719,-82.07708,Rally's,OH
Lemoyne,40.24093,-76.88811,Burger King,PA
York,39.991176,-76.638125,McDonald's,PA
Erie,42.05881,-80.089066,Five Guys,PA
Bloomsburg,41.015629,-76.487872,Burger King,PA
Bloomsburg,41.00847,-76.48565,McDonald's,PA
Meadville,41.6408,-80.15157,Burger King,PA
Canton,40.79671,-81.424,Jimmy John's,OH
Fredericksburg,38.3328,-77.47836,Arby's,VA
Fredericksburg,38.25609,-77.49807,Hardee's,VA
Fredericksburg,38.34285,-77.49336,McDonald's,VA
Gordonsville,37.979247,-78.210747,Arby's,VA
Vail,39.62975,-106.41908,McDonald's,CO
Eagle,39.70698,-106.84028,Burger King,CO
Gulf Shores,30.266621,-87.689042,Arby's,AL
Foley,30.39366,-87.68278,Taco Bell,AL
York,39.9099,-76.682,KFC,PA
Hanover,39.8228,-76.9978,KFC,PA
Manasquan,40.127496,-74.067512,Wendy's,NJ
Etters,40.152359,-76.819251,Burger King,PA
Hanover,39.821199,-76.996353,Burger King,PA
Cherry Hill,39.920652,-75.036506,Pei Wei,NJ
Dover,40.512781,-81.455095,Taco Bell,OH
Port Angeles,48.109656,-123.407724,Frugals,WA
Kingsland,30.7919,-81.6728,Burger King,GA
Temecula,33.520966,-117.16449,Jack in the Box,CA
Hudson,44.9638,-92.7423,KFC,WI
Bessemer,33.45148,-86.98399,Arby's,AL
Bessemer,33.450315,-86.984261,McDonalds,AL
Bessemer,33.45102,-86.98081,SONIC Drive In,AL
Bessemer,33.45022,-86.98517,Captain D's,AL
Kodak,35.97627,-83.60569,Krystal,TN
Salisbury,35.613199,-80.520824,Bojangles' Famous Chicken 'n Biscuits,NC
Seaside Heights,39.943445,-74.070475,Seaside Eatery,NJ
Millville,39.4118,-75.03912,SUBWAY,NJ
Toms River,39.984253,-74.18072,Chipotle Mexican Grill,NJ
Minneapolis,45.110124,-93.302439,Taco Bell,MN
Williamsport,41.247876,-76.992903,Burger King,PA
Carson City,39.177388,-119.732214,Dairy Queen,NV
Williamsport,41.23208,-77.018816,Burger King,PA
Saint Louis,38.74788,-90.2802,Taco Bell,MO
Saint Louis,38.768,-90.2808,McDonald's,MO
Placerville,38.713013,-120.841778,Jack in the Box,CA
Fredericksburg,38.268803,-77.547585,Chick-fil-A,VA
Palm Springs,33.844678,-116.527884,McDonald's,CA
Winchester,39.185748,-78.13283,Bojangles' Famous Chicken 'n Biscuits,VA
East Ellijay,34.67684,-84.47796,Burger King,GA
Westborough,42.282455,-71.64554,Chick-fil-A,MA
Mechanicsburg,40.193278,-76.982469,Arby's,PA
Coldwater,41.93722,-84.98335,Jimmy John's,MI
Morgantown,39.64026,-79.95999,Subway,WV
Waterford,42.636813,-83.326158,Arby's,MI
Gloucester,37.39351,-76.52915,Sonic Drive-In,VA
Southbridge,42.070287,-72.012211,McDonald's,MA
Williamsburg,37.26755,-76.67702,Long John Silver's,VA
Augusta,33.504425,-82.08886,Krystal,GA
O Fallon,38.72449,-90.69746,Jimmy John's,MO
Circle Pines,45.1567,-93.16275,Burger King,MN
Augusta,33.46868,-82.075236,Krystal,GA
Winston Salem,36.1851,-80.2745,Cook Out,NC
Flint,43.060732,-83.768417,Burger King,MI
Flat Rock,42.1075,-83.2856,KFC,MI
Covington,30.44499,-90.082,Chick-Fil-A,LA
Columbia,34.03046,-81.04266,Burger King,SC
Greenville,34.8469,-82.34,Waffle House,SC
Greenville,34.8666,-82.46541,Burger King,SC
Clinton,34.4561,-81.8794,SONIC Drive In,SC
Greenville,34.8496,-82.3382,Burger King,SC
Greenville,34.82024,-82.34066,Burger King,SC
West Columbia,33.9818,-81.1034,Waffle House,SC
Camden,34.2216,-80.5969,Waffle House,SC
Camden,34.2463,-80.617,Wendy's,SC
Elgin,34.168644,-80.798079,Bojangles' Famous Chicken 'n Biscuits,SC
Columbia,34.1156,-80.8859,KFC,SC
West Columbia,33.93454,-81.07737,Waffle House,SC
Washington,42.78,-83.0147,Arby's,MI
Saluda,34.00629,-81.77103,Burger King,SC
Columbia,33.953622,-80.92525,Burger King,SC
Columbia,34.0757,-81.1588,Fazoli's,SC
Lexington,33.98369,-81.25937,Burger King,SC
West Columbia,33.95903,-81.09132,Burger King,SC
Lexington,33.9312,-81.29073,Burger King,SC
Harrisburg,40.2608,-76.8819,Arby's,PA
Homestead,25.49946,-80.41326,Pollo Tropical,FL
Gastonia,35.233111,-81.168816,Taco Bell,NC
Gastonia,35.25307,-81.177,Arby's,NC
Cleveland,41.373432,-81.8241,Arby's,OH
Berea,41.372625,-81.86958,Arby's,OH
Flint,43.0582,-83.7334,Popeye's Chicken & Biscuits,MI
Belleville,38.51665,-89.95607,Captain D's,IL
Cincinnati,39.2863,-84.4856,White Castle,OH
Cincinnati,39.28241,-84.4859,Wendy's,OH
Cincinnati,39.29191,-84.39403,Wendy's,OH
Cincinnati,39.093762,-84.264364,Arby's,OH
West Chester,39.352805,-84.370795,Arby's,OH
Cincinnati,39.09424,-84.26359,White Castle,OH
Cincinnati,39.128339,-84.519822,Jimmy John's,OH
Cincinnati,39.24698,-84.59638,McDonald's,OH
New York,40.71105,-74.006714,Dunkin' Donuts,NY
Pittston,41.307007,-75.764046,McDonald's,PA
Pittston,41.314323,-75.75517,Wendy's,PA
Nashua,42.70296,-71.44067,Chick-fil-A,NH
Gainesville,38.79202,-77.60659,Chick-fil-A,VA
Coopersville,43.058379,-85.95701,McDonald's,MI
Grandville,42.88046,-85.75656,Wetzel's Pretzels,MI
Philadelphia,40.02819,-75.09894,Chick-fil-A,PA
Murfreesboro,35.856238,-86.403573,Hardee's,TN
Mount Juliet,36.16653,-86.51374,Chick-fil-A,TN
Stillwater,45.03343,-92.84765,Taco John's,MN
Joliet,41.5626,-88.1606,McDonald's,IL
Cincinnati,39.232649,-84.590518,Penn Station East Coast Subs,OH
Cincinnati,39.222592,-84.587042,McDonald's,OH
Florence,38.98971,-84.63746,Rally's,KY
Florence,38.97455,-84.66138,McDonald's,KY
Florence,38.97497,-84.6609,Taco Bell,KY
Florence,39.00039,-84.65409,Taco Bell,KY
Cincinnati,39.112875,-84.574661,McDonald's,OH
Florence,39.0177,-84.6347,Wendy's,KY
Florence,39.00464,-84.62074,Taco Bell,KY
Florence,38.96591,-84.67671,Wendy's,KY
Hamilton,39.396718,-84.552878,Taco Bell,OH
Hamilton,39.39664,-84.55194,White Castle,OH
Hamilton,39.39867,-84.55872,McDonald's,OH
Hamilton,39.42329,-84.59265,Taco Bell,OH
Hamilton,39.42297,-84.59373,Sonic Drive-In,OH
Hamilton,39.3973,-84.5524,Wendy's,OH
Hamilton,39.423607,-84.584287,Arby's,OH
West Chester,39.354932,-84.460769,Arby's,OH
Fairfield,39.347332,-84.54015,McDonald's,OH
Chehalis,46.67812,-122.96267,McDonald's,WA
New Braunfels,29.71574,-98.15941,Chick-Fil-A,TX
Georgetown,38.22842,-84.53414,Jimmy John's,KY
Wooster,40.803141,-81.934837,Arby's,OH
Yucaipa,34.02768,-117.11845,Baker's Drive Thru,CA
Crestline,34.244,-117.2779,McDonald's,CA
Coopersville,43.05871,-85.956215,Taco Bell,MI
Coopersville,43.0582,-85.9563,Arby's,MI
Lake Villa,42.408966,-88.004703,Wendy's,IL
Portage,41.5506,-87.1792,Five Guys,IN
Belleville,38.517085,-89.952127,Taco Bell,IL
Waterloo,38.357516,-90.154486,Taco Bell,IL
Angola,41.67208,-85.00039,Wendy's,IN
Angola,41.656873,-84.999536,McDonald's,IN
Angola,41.653552,-84.999541,Taco Bell,IN
Angola,41.63448,-85.04393,McDonald's,IN
Sandusky,41.406591,-82.662311,Ryan's,OH
Kenner,29.979813,-90.243657,McDonald's,LA
Gettysburg,39.817071,-77.236157,McDonald's,PA
Butler,41.00028945,74.35602581,Dairy Queen,NJ
Cincinnati,39.1629,-84.42109,Steak 'n Shake,OH
Sheboygan,43.773724,-87.73449,Jimmy John's,WI
Hamilton,39.39046,-84.5082,Wendy's,OH
Hamilton,39.3877,-84.50079,Chick-fil-A,OH
Cincinnati,39.28024,-84.56369,McDonald's,OH
Cincinnati,39.17093,-84.42193,White Castle,OH
Cincinnati,39.158363,-84.53903,White Castle,OH
Cincinnati,39.16197,-84.53976,Taco Bell,OH
Fairfield,39.30684,-84.48716,Wendy's,OH
Cincinnati,39.2858,-84.4666,Steak 'n Shake,OH
West Chester,39.35428,-84.36743,McDonald's,OH
West Chester,39.352685,-84.366298,Taco Bell,OH
Hamilton,39.405907,-84.52212,McDonald's,OH
West Chester,39.353763,-84.460833,Taco Bell,OH
West Chester,39.348083,-84.39433,White Castle,OH
West Chester,39.34703,-84.39458,Sonic Drive-In,OH
West Chester,39.34934,-84.46092,Wendy's,OH
Loveland,39.2529,-84.2967,Wendy's,OH
Cincinnati,39.09469,-84.266534,Taco Bell,OH
Cincinnati,39.09611,-84.27813,SONIC Drive In,OH
Monroe,39.44111,-84.33921,McDonald's,OH
Fairfield,39.3491,-84.5422,Long John Silvers,OH
Amelia,39.04684,-84.24551,McDonald's,OH
Loveland,39.253805,-84.2951,Taco Bell,OH
Joliet,41.552012,-88.08789,McDonald's,IL
Dundee,41.959298,-83.674106,Arby's,MI
Dundee,41.95843,-83.6686,Wendy's,MI
Dundee,41.9583,-83.6678,Taco Bell,MI
Anderson,40.102042,-85.711478,Wendy's,IN
Anderson,40.10121,-85.71078,Taco Bell,IN
Heber City,40.5012,-111.41327,Granny's Drive-In,UT
New York,40.816521,-73.94658,SUBWAY,NY
Lees Summit,38.9248,-94.3596,Long John Silvers,MO
Branson,36.67423,-93.22878,McDonald's,MO
Branson,36.64375,-93.22276,Wendy's,MO
Branson,36.6404,-93.25801,Taco Bell,MO
Randolph A F B,29.5304,-98.279,Burger King,TX
Hamilton,39.39746,-84.54779,Jolly's Drive-In,OH
Catasauqua,40.6525,-75.47285,Blondies,PA
Amherst,41.3836,-82.2102,Great Steak,OH
Baytown,29.746072,-94.976774,Whataburger,TX
Baytown,29.820624,-94.899152,Sonic,TX
Loomis,38.81815,-121.1899,Taco Bell,CA
O Fallon,38.80525,-90.6998,Rallys,MO
Saint Charles,38.819409,-90.513243,McDonald's,MO
Waterloo,38.350214,-90.150665,McDonald's,IL
Saint Charles,38.7751,-90.4896,Lee's Famous Recipe Chicken,MO
Belleville,38.51741,-89.94901,McDonald's,IL
O Fallon,38.801361,-90.700736,Arby's,MO
Saint Peters,38.791139,-90.573135,Jack in the Box,MO
Winchester,39.157441,-78.184223,Arby's,VA
Shippensburg,40.05844,-77.49742,KFC,PA
Chambersburg,39.913871,-77.653019,Wendy's,PA
Chambersburg,39.93023,-77.63899,McDonald's,PA
Chambersburg,39.967814,-77.635693,McDonald's,PA
Mercersburg,39.835782,-77.905648,McDonald's,PA
Vineland,39.4797,-74.9985,Boston Market,NJ
Millville,39.40789,-75.03871,McDonald's,NJ
Toms River,39.963954,-74.187519,SUBWAY,NJ
Shawano,44.78115,-88.57855,Taco Bell,WI
Angola,41.654109,-84.998936,Arby's,IN
Fremont,41.741,-85.000446,Wendy's,IN
Angola,41.634382,-85.044476,Taco Bell,IN
Pine Grove,40.59092,-76.40802,Burger King,PA
Jonestown,40.452,-76.5127,Wendy's,PA
Stillwater,45.04272,-92.83928,McDonald's,MN
Milford,42.1499,-71.50204,Five Guys,MA
Macomb,42.62964,-82.91994,White Castle,MI
Portsmouth,43.0451,-70.7728,Five Guys,NH
Harrodsburg,37.746099,-84.84245,Arby's,KY
Harrodsburg,37.744051,-84.841998,Subway,KY
Harrodsburg,37.74984,-84.84434,SONIC Drive In,KY
Cincinnati,39.17112,-84.42675,McDonald's,OH
Hamilton,39.390724,-84.512034,Arby's,OH
Miamitown,39.2098,-84.7056,Wendy's,OH
Cincinnati,39.1684,-84.4238,Jack in the Box,OH
Cincinnati,39.24261,-84.59515,Burger King,OH
Cincinnati,39.243163,-84.595134,Taco Bell,OH
Cincinnati,39.28099,-84.49619,McDonald's,OH
Hamilton,39.41873,-84.468846,Taco Bell,OH
Hamilton,39.41598,-84.47394,Wendy's,OH
West Chester,39.343249,-84.395193,Arby's,OH
Cincinnati,39.29118,-84.39518,White Castle,OH
Cincinnati,39.290979,-84.396366,Taco Bell,OH
Cincinnati,39.290515,-84.396126,McDonald's,OH
Amelia,39.051033,-84.251628,Burger King,OH
Amelia,39.050767,-84.250946,Taco Bell,OH
Cincinnati,39.09525,-84.26674,Burger King,OH
Cincinnati,39.101322,-84.27503,Wendy's,OH
Cincinnati,39.142877,-84.362845,McDonald's,OH
West Chester,39.32535,-84.43327,McDonald's,OH
Reading,40.374688,-75.926955,Pizza Hut,PA
Sequim,48.076753,-123.140751,Jack in the Box,WA
Denver,39.88302,-104.96881,Little Caesars Pizza,CO
Boston,42.35545,-71.06302,Subway,MA
Raymore,38.81187,-94.484245,Culver's,MO
Port Huron,43.01384,-82.447969,Arby's,MI
Key Largo,25.09641,-80.439224,Wendy's,FL
Covington,30.46878,-90.08482,Taco Bell,LA
Lawrenceville,33.902948,-84.00467,Waffle House,GA
Walled Lake,42.539446,-83.465577,Arby's,MI
North Beach,38.70374,-76.53324,Dairy Freeze,MD
Denver,39.8706,-105.025,Domino's Pizza,CO
Williamsburg,37.272675,-76.68008,Hardee's,VA
Williamsburg,37.296598,-76.726295,Taco Bell,VA
Williamsburg,37.28001,-76.71866,QDOBA Mexican Eats,VA
Williamsburg,37.292169,-76.724044,McDonald's,VA
Gloucester,37.39469,-76.52613,Wendy's,VA
Gloucester,37.392833,-76.528868,Hardee's,VA
Jasper,34.464977,-84.46086,Bojangles' Famous Chicken 'n Biscuits,GA
Sumner,47.20281,-122.230097,McDonald's,WA
Mechanicsburg,40.21789,-76.98354,Wendy's,PA
Lemoyne,40.2507,-76.913,Taco Bell,PA
Bloomsburg,41.01207,-76.41223,Arby's,PA
Bloomsburg,41.01153,-76.41263,Taco Bell,PA
Pittston,41.30856,-75.76202,Burger King,PA
Quincy,42.27145,-71.02717,Dunkin' Donuts,MA
Trenton,42.095332,-83.236255,Wendy's,MI
Flat Rock,42.108208,-83.286509,Arby's,MI
Trenton,42.1389,-83.2486,McDonald's,MI
Port Saint Lucie,27.3107,-80.4076,Wendy's,FL
Zanesville,39.9095,-82.01575,Taco Bell,OH
Zanesville,39.98279,-82.019181,Arby's,OH
Zanesville,39.95014,-82.04897,McDonald's,OH
Zanesville,39.893224,-82.043019,Arby's,OH
Minneapolis,45.080679,-93.336754,Culver's,MN
New Baltimore,42.67609,-82.773336,Arby's,MI
Cleveland,41.38607,-81.7682,McDonald's,OH
Avon,41.45876,-82.018394,Jimmy John's,OH
Crystal Lake,42.23438,-88.33612,Taco Bell,IL
Arlington,38.87984,-77.11131,Chick-fil-A,VA
Oklahoma City,35.44631,-97.42418,Waffle House,OK
Whitehall,43.4095,-86.3224,Arby's,MI
Ballwin,38.59222,-90.57779,Raising Cane's Chicken Fingers,MO
Trenton,40.249848,-74.77987,McDonald's,NJ
Highland,41.5514,-87.43483,McDonald's,IN
Antioch,42.47622,-88.10578,Domino's Pizza,IL
Ocala,29.024995,-82.154555,Taco Bell,FL
Bryson City,35.42292,-83.44609,Arby's,NC
Sevierville,35.83827,-83.57126,Chick-Fil-A,TN
Bryson City,35.425296,-83.446639,Bojangles' Famous Chicken 'n Biscuits,NC
Wildwood,38.987316,-74.80992,Lime Ricky World,NJ
Chattanooga,35.0052,-85.1527,Hardee's,TN
Mobile,30.68396,-88.22206,Burger King,AL
Winter Haven,28.0041,-81.7231,Five Guys,FL
Oklahoma City,35.43487,-97.42927,Taco Mayo,OK
Rock Hill,34.968773,-80.99427,Bojangles' Famous Chicken 'n Biscuits,SC
Towson,39.408631,-76.608049,Burger King,MD
Saint Paul,45.035377,-93.019532,Jimmy John's,MN
Utica,42.667811,-82.994586,Jimmy John's,MI
Bastrop,32.777168,-91.885682,Wendy's,LA
Winnsboro,32.1797,-91.72643,McDonald's,LA
Bastrop,32.78054,-91.90177,Burger King,LA
